Date,Close
1/16/2025 16:00:00,82.43
1/17/2025 16:00:00,85.12
1/21/2025 16:00:00,85.38
1/22/2025 16:00:00,86.4
1/23/2025 16:00:00,86.1
1/24/2025 16:00:00,89.14
1/27/2025 16:00:00,89.99
1/28/2025 16:00:00,96.03
1/29/2025 16:00:00,96.72
1/30/2025 16:00:00,102.74
1/31/2025 16:00:00,98.84
2/3/2025 16:00:00,98.61
2/4/2025 16:00:00,102.35
2/5/2025 16:00:00,99.28
2/6/2025 16:00:00,100.38
2/7/2025 16:00:00,103.51
2/10/2025 16:00:00,111.32
2/11/2025 16:00:00,112.78
2/12/2025 16:00:00,118.33
2/13/2025 16:00:00,119.54
2/14/2025 16:00:00,124.73
2/18/2025 16:00:00,126.9
2/19/2025 16:00:00,125.79
2/20/2025 16:00:00,135.97
2/21/2025 16:00:00,143.75
2/24/2025 16:00:00,129.04
2/25/2025 16:00:00,134.01
2/26/2025 16:00:00,139.08
2/27/2025 16:00:00,136.55
2/28/2025 16:00:00,132.51
3/3/2025 16:00:00,130.81
3/4/2025 16:00:00,129.85
3/5/2025 16:00:00,141.03
3/6/2025 16:00:00,139.95
3/7/2025 16:00:00,140.62
3/10/2025 16:00:00,132.54
3/11/2025 16:00:00,139.02
3/12/2025 16:00:00,137.14
3/13/2025 16:00:00,138.35
3/14/2025 16:00:00,141.1
3/17/2025 16:00:00,147.57
3/18/2025 16:00:00,142.74
3/19/2025 16:00:00,143.2
3/20/2025 16:00:00,136.91
3/21/2025 16:00:00,135.14
3/24/2025 16:00:00,134.48
3/25/2025 16:00:00,132.75
3/26/2025 16:00:00,132.24
3/27/2025 16:00:00,135.63
3/28/2025 16:00:00,132.43
3/31/2025 16:00:00,132.23
4/1/2025 16:00:00,132.7
4/2/2025 16:00:00,129.79
4/3/2025 16:00:00,129.33
4/4/2025 16:00:00,116.54
4/7/2025 16:00:00,105.98
4/8/2025 16:00:00,99.37
4/9/2025 16:00:00,104.78
4/10/2025 16:00:00,104.18
4/11/2025 16:00:00,107.73
4/14/2025 16:00:00,113.97
4/15/2025 16:00:00,112.28
4/16/2025 16:00:00,106.75
4/17/2025 16:00:00,108.87
4/21/2025 16:00:00,110.15
4/22/2025 16:00:00,115.88
4/23/2025 16:00:00,118.97
4/24/2025 16:00:00,119.29
4/25/2025 16:00:00,120.28
4/28/2025 16:00:00,118.37
4/29/2025 16:00:00,118.88
4/30/2025 16:00:00,119.43
5/1/2025 16:00:00,120.53
5/2/2025 16:00:00,125.76
5/5/2025 16:00:00,126.57
5/6/2025 16:00:00,127.66
5/7/2025 16:00:00,123.23
5/8/2025 16:00:00,125.79
5/9/2025 16:00:00,125.33
5/12/2025 16:00:00,132.55
5/13/2025 16:00:00,131.65
5/14/2025 16:00:00,134.05
5/15/2025 16:00:00,123.9
5/16/2025 16:00:00,123.46
5/19/2025 16:00:00,122.96
5/20/2025 16:00:00,125.16
5/21/2025 16:00:00,123.59
5/22/2025 16:00:00,121.48
5/23/2025 16:00:00,120.73
